geo,NUTS_NAME,year,pop,gdp_capita,employment_rate,area_km2,pop_dens
DEE0,Sachsen-Anhalt,2085,3035186.6542098084,56326.31140114333,79.4,20554.96714838457,147.66195597876916
DEF0,Schleswig-Holstein,2020,2903773.0,34600.0,79.9,15617.898058276887,185.9259798703265
DEF0,Schleswig-Holstein,2055,3457600.5946348873,49014.45535868188,79.9,15617.898058276887,221.3870638502786
DEF0,Schleswig-Holstein,2085,4015657.617227942,66064.08049083252,79.9,15617.898058276887,257.1189543076699
DK01,Hovedstaden,2020,1846023.0,68900.0,79.8,2577.2695877668266,716.2708196155595
DK01,Hovedstaden,2055,2198109.226344373,97603.92989055438,79.8,2577.2695877668266,852.8829257047217
DK01,Hovedstaden,2085,2552884.237689371,131555.35103521272,79.8,2577.2695877668266,990.5383006134857
DK02,Sjælland,2020,837359.0,37600.0,76.6,7328.6997026118115,114.25751278928524
DK02,Sjælland,2055,997065.8781946367,53264.26362677568,76.6,7328.6997026118115,136.04949290517402
DK02,Sjælland,2085,1157992.393587368,71792.17995535556,76.6,7328.6997026118115,158.00789233793836
DK03,Syddanmark,2020,1223105.0,47800.0,76.7,12168.861993809804,100.51104208611973
DK03,Syddanmark,2055,1456384.0132479034,67713.61173829462,76.7,12168.861993809804,119.68120059121006
DK03,Syddanmark,2085,1691444.513713566,91267.71813473394,76.7,12168.861993809804,138.99775628764542
DK04,Midtjylland,2020,1326340.0,50100.0,78.0,13175.419223028826,100.6677645354722
DK04,Midtjylland,2055,1579308.703775411,70971.79807716653,78.0,13175.419223028826,119.86781422597893
DK04,Midtjylland,2085,1834209.2594820976,95659.26105753494,78.0,13175.419223028826,139.2144893785354
DK05,Nordjylland,2020,589936.0,44900.0,74.9,7946.804481541923,74.2356253221338
DK05,Nordjylland,2055,702452.6587982349,63605.46374580394,74.9,7946.804481541923,88.3943552946124
DK05,Nordjylland,2085,815828.5761583234,85730.55531902832,74.9,7946.804481541923,102.66121156664316
EE00,Eesti,2020,1328976.0,21000.0,78.2,45341.371091109606,29.3104502139897
EE00,Eesti,2055,1582447.4598584305,29748.65787665663,78.2,45341.371091109606,34.9007412386943
EE00,Eesti,2085,1837854.6110571045,40096.69625166136,78.2,45341.371091109606,40.53372376772844
EL30,Aττική,2020,3738901.0,21800.0,63.3,3817.113331702259,979.5100839546255
EL30,Aττική,2055,4452009.961137105,30881.940081481647,63.3,3817.113331702259,1166.3289963548739
EL30,Aττική,2085,5170564.737915522,41624.18944220083,63.3,3817.113331702259,1354.5745930497917
EL41,Βόρειο Αιγαίο,2020,229516.0,9900.0,65.2,3849.7036652091297,59.61913434382017
EL41,Βόρειο Αιγαίο,2055,273290.8729705183,14024.367284709555,65.2,3849.7036652091297,70.9901064438611
EL41,Βόρειο Αιγαίο,2085,317400.0425225003,18902.728232926067,65.2,3849.7036652091297,82.44791550864942
EL42,Νότιο Αιγαίο,2020,347512.0,14300.0,58.7,5296.0317173022695,65.61743179608791
EL42,Νότιο Αιγαίο,2055,413791.88312680053,20257.419411247134,58.7,5296.0317173022695,78.13244051672349
EL42,Νότιο Αιγαίο,2085,480577.92736488587,27303.94078089321,58.7,5296.0317173022695,90.74302289293806
EL43,Κρήτη,2020,636504.0,12500.0,61.9,8350.561159758307,76.22290141018769
EL43,Κρήτη,2055,757902.4286290576,17707.534450390853,61.9,8350.561159758307,90.76065837125057
EL43,Κρήτη,2085,880227.9434363686,23867.081102179378,61.9,8350.561159758307,105.40943615600624
EL51,"Aνατολική Μακεδονία, Θράκη",2020,598613.0,10500.0,59.4,14190.118903818198,42.1851997194279
EL51,"Aνατολική Μακεδονία, Θράκη",2055,712784.5960259889,14874.328938328315,59.4,14190.118903818198,50.231051681617465
EL51,"Aνατολική Μακεδονία, Θράκη",2085,827828.0889111065,20048.34812583068,59.4,14190.118903818198,58.33834758695074
EL52,Κεντρική Μακεδονία,2020,1872102.0,12500.0,58.9,18842.842780516323,99.3534798228944
EL52,Κεντρική Μακεδονία,2055,2229162.192918373,17707.534450390853,58.9,18842.842780516323,118.30286007710829
EL52,Κεντρική Μακεδονία,2085,2588949.1556425607,23867.081102179378,58.9,18842.842780516323,137.39695150030963
EL53,Δυτική Μακεδονία,2020,264670.0,13400.0,56.4,9461.854943880702,27.972316376628765
EL53,Δυτική Μακεδονία,2055,315149.68607464,18982.476930818993,56.4,9461.854943880702,33.30738929563255
EL53,Δυτική Μακεδονία,2085,366014.87153152796,25585.510941536293,56.4,9461.854943880702,38.683204688975074
EL54,Ήπειρος,2020,333265.0,10400.0,58.0,9149.352527596604,36.424981876563855
EL54,Ήπειρος,2055,396827.597119677,14732.66866272519,58.0,9149.352527596604,43.3722054017212
EL54,Ήπειρος,2085,460875.60418995225,19857.41147701324,58.0,9149.352527596604,50.37248294891281
EL61,Θεσσαλία,2020,715115.0,12200.0,60.4,14051.832115291752,50.89122856953179
EL61,Θεσσαλία,2055,851506.6602080561,17282.553623581472,60.4,14051.832115291752,60.59755434178674
EL61,Θεσσαλία,2085,988939.9057515722,23294.27115572707,60.4,14051.832115291752,70.37800463580612
EL62,Ιόνια Νησιά,2020,203149.0,12700.0,60.1,2295.377075581351,88.50354138373903
EL62,Ιόνια Νησιά,2055,241894.97705209145,17990.855001597105,60.1,2295.377075581351,105.38354661873
EL62,Ιόνια Νησιά,2085,280936.8464002659,24248.954399814247,60.1,2295.377075581351,122.39245977879817
EL63,Δυτική Ελλάδα,2020,651065.0,11400.0,55.3,11316.245510854687,57.533658082576075
EL63,Δυτική Ελλάδα,2055,775240.6028797579,16149.271418756458,55.3,11316.245510854687,68.50687378036622
EL63,Δυτική Ελλάδα,2085,900364.5004483857,21766.777965187594,55.3,11316.245510854687,79.56388888741806
EL64,Στερεά Ελλάδα,2020,556002.0,14600.0,59.8,15564.422386930126,35.722623440680344
EL64,Στερεά Ελλάδα,2055,662046.5325003664,20682.400238056514,59.8,15564.422386930126,42.535888325435394
EL64,Στερεά Ελλάδα,2085,768900.8977264995,27876.750727345512,59.8,15564.422386930126,49.401184227187684
EL65,Πελοπόννησος,2020,572151.0,13500.0,68.3,15510.278930764349,36.888504878216544
EL65,Πελοπόννησος,2055,681275.5810529768,19124.13720642212,68.3,15510.278930764349,43.924134704094804
EL65,Πελοπόννησος,2085,791233.5163094995,25776.447590353728,68.3,15510.278930764349,51.01349368644187
ES11,Galicia,2020,2702605.0,21900.0,66.8,29572.787516764605,91.38823989682786
ES11,Galicia,2055,3218064.4475526223,31023.60035708477,66.8,29572.787516764605,108.81843470887972
ES11,Galicia,2085,3737460.3161501684,41815.12609101827,66.8,29572.787516764605,126.38173909143426
