geo,year,gdp,pop,employment_rate,pct_Dfb,pct_Dfc,pct_ET,pct_EF,pct_Cfb,pct_BSk,pct_Csa,pct_Csb,pct_Cfa,pct_Dfa,pct_Dsb,pct_Dsc,pct_BSh,pct_BWk,pct_Cfc,pct_BWh,pct_Af,pct_Am,pct_Aw,pct_Cwa,pct_Cwb,pct_Csc,pct_Dsa,nights_spent
BE21,2000,,1643972.0,67.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3412755.0
BE22,2000,,791178.0,64.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3842093.0
BE23,2000,,1361623.0,70.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273057.0
BE24,2000,,1014704.0,72.9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1234399.0
BE25,2000,,1128774.0,73.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8100353.0
BE31,2000,,349884.0,70.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292555.0
BE32,2000,,1279467.0,58.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402782.0
BE33,2000,,1019442.0,61.9,0.0608384444619933,0.0,0.0,0.0,0.9391615555380066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143975.0
BE34,2000,,246820.0,69.8,0.067860613697051,0.0,0.0,0.0,0.9321393863029488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2651873.0
BE35,2000,,443903.0,63.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1364608.0
CH07,2000,,308498.0,,0.2923730196017017,0.2952617257849816,0.1535288283350298,0.0,0.163882037428549,0.0,0.0,0.0,0.0949543888497377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5673188.0
CY00,2000,15600.0,690497.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7914345855836028,0.0079035718383831,0.0,0.0,0.0001106323703967,0.0,0.2005512102076173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17419055.0
CZ01,2000,12800.0,1186855.0,77.7,0.5218455277846518,0.0,0.0,0.0,0.4742500481179025,0.0039044240974456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7333182.0
CZ02,2000,6600.0,1111354.0,71.8,0.8506339808217362,2.1887284238278737e-06,0.0,0.0,0.1493638304498399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2863879.0
CZ03,2000,6200.0,1177982.0,73.8,0.9853693583331964,0.0146306416668036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5993987.0
CZ04,2000,5500.0,1131974.0,65.9,0.8793151468396488,0.0169206245046087,0.0,0.0,0.1037642286557423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5899583.0
CZ05,2000,5900.0,1489407.0,72.6,0.971118534578116,0.0287133585807685,9.818750508690476e-05,0.0,6.991933602850525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9538095.0
CZ06,2000,5800.0,1658761.0,72.1,0.9723747115988784,0.0,0.0,0.0,0.0240327231274726,0.0035925652736488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5035470.0
CZ07,2000,5300.0,1240355.0,68.9,0.9802674785048908,0.0197325214951092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4428073.0
CZ08,2000,5100.0,1281410.0,64.3,0.9782905257857434,0.0217094742142566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3107347.0
DE11,2000,33600.0,3917305.0,73.7,0.3159900392892133,0.0,0.0,0.0,0.6840099607107868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7936772.0
DE12,2000,29600.0,2676257.0,70.4,0.2098876436242247,1.6776762594429204e-05,0.0,0.0,0.7900955796131809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8453724.0
DE13,2000,25500.0,2125364.0,73.0,0.4647266989109245,0.0042608888646905,0.0,0.0,0.531012412224385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11512962.0
DE14,2000,26800.0,1757006.0,75.9,0.6803715074519593,0.0,0.0,0.0,0.3196284925480407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5156367.0
DE21,2000,38400.0,4033643.0,74.7,0.7041137580603352,0.0383033501020705,0.0037738772236803,0.0,0.253809014613914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27373916.0
DE22,2000,23400.0,1170170.0,73.4,0.7684997558303568,0.0105508283769272,0.0,0.0,0.2209494157927159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11254867.0
DE23,2000,24900.0,1074338.0,71.3,0.9908150606421812,0.0015014049319829,0.0,0.0,0.0076835344258358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4781797.0
DE24,2000,22800.0,1114155.0,71.4,0.7751830658971149,0.0004914718715248,0.0,0.0,0.2243254622313601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4177700.0
DE25,2000,28400.0,1683282.0,72.0,0.4875486757053138,0.0,0.0,0.0,0.5124513242946862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5633008.0
DE26,2000,25100.0,1333803.0,70.6,0.2854455643029482,0.0003209179635557,0.0,0.0,0.7142335177334962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4699276.0
DE27,2000,25000.0,1745576.0,73.6,0.5649031901370313,0.0364630393192413,0.0016169148952717,0.0,0.3970168556484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11671113.0
DE30,2000,25900.0,3386667.0,63.5,0.2098765432098766,0.0,0.0,0.0,0.7901234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11545562.0
DE40,2000,17300.0,2601207.0,66.6,0.2093044385072563,0.0,0.0,0.0,0.7906955614927437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7691247.0
DE50,2000,33900.0,663065.0,64.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1352359.0
DE60,2000,46500.0,1704735.0,69.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4875166.0
DE71,2000,37800.0,3719354.0,71.4,0.0971610766034147,8.030381456885569e-07,0.0,0.0,0.9028381203584396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13134017.0
DE72,2000,23000.0,1063503.0,68.5,0.2109348784213557,0.0,0.0,0.0,0.7890651215786443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1943009.0
DE73,2000,23600.0,1269109.0,68.6,0.2722375584694425,0.0002713103208907,0.0,0.0,0.7274911312096667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6416961.0
DE80,2000,16500.0,1789322.0,64.5,0.1949781856924818,0.0,0.0,0.0,0.8050218143075182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18600475.0
DE91,2000,27500.0,1669634.0,66.0,0.2046075477633792,0.0030738159481489,0.0,0.0,0.7923186362884718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6262588.0
DE92,2000,25500.0,2152759.0,68.6,0.0216181916263155,0.0,0.0,0.0,0.9783818083736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5444548.0
DE93,2000,18200.0,1660653.0,68.6,0.0459964953323993,0.0,0.0,0.0,0.9540035046676004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8577872.0
DE94,2000,22300.0,2415714.0,68.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13780863.0
DEA1,2000,28200.0,5264468.0,65.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7680540.0
DEA2,2000,29600.0,4263675.0,66.9,0.0289532745721674,0.0,0.0,0.0,0.9710467254278324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9081521.0
DEA3,2000,21800.0,2608779.0,66.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3418028.0
DEA4,2000,25100.0,2048620.0,70.3,0.0489730955095835,0.0,0.0,0.0,0.9510269044904164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3976332.0
DEA5,2000,22600.0,3814258.0,64.7,0.2111137870177455,0.0002050491246673,0.0,0.0,0.7886811638575871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7667116.0
DEC0,2000,23900.0,1071501.0,64.1,0.0298181019663632,0.0,0.0,0.0,0.9701818980336367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1307415.0
DED2,2000,17500.0,1724703.0,66.5,0.4809422813485229,0.0002765774567968,0.0,0.0,0.5187811411946803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6042081.0
DED4,2000,16100.0,,,0.7815095140302132,0.0083547836537716,0.0,0.0,0.2101357023160151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4097848.0
DED5,2000,18500.0,,,0.2070922056933519,0.0,0.0,0.0,0.7926938716163029,0.0002139226903452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220557.0
DEE0,2000,16200.0,2648737.0,62.0,0.2330350431270624,0.0009924957637375,0.0,0.0,0.7611779596503967,0.0047945014588031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4717730.0
DEF0,2000,23100.0,2777275.0,69.8,0.0139165114399395,0.0,0.0,0.0,0.9860834885600605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20138693.0
DEG0,2000,16300.0,2449082.0,68.9,0.5220218457007587,0.0008057517899267,0.0,0.0,0.4758257894420731,0.0013466130672415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7280775.0
DK01,2000,40400.0,,,0.1837493137379112,0.0,0.0,0.0,0.8162506862620889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6227161.0
DK02,2000,23800.0,,,0.0799780740874741,0.0,0.0,0.0,0.9200219259125256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2795618.0
DK03,2000,29900.0,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7030113.0
DK04,2000,31000.0,,,0.0844150378107887,0.0,0.0,0.0,0.9155849621892111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4355143.0
DK05,2000,28800.0,,,0.0708488022628834,0.0,0.0,0.0,0.9291511977371166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4756910.0
EL30,2000,16200.0,3871527.0,59.9,0.0,0.0,0.0,0.0,0.0,4.922784193990878e-05,0.9723986680826584,0.0221702287711845,0.0,0.0,0.0,0.0,0.005381875304217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7841507.0
EL41,2000,9200.0,196904.0,57.6,0.0,0.0,0.0,0.0,0.0,0.0,0.9622183961269482,0.0377816038730519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1930479.0
EL42,2000,14900.0,305954.0,64.6,0.0,0.0,0.0,0.0,0.0,0.001375928137239,0.9691857617645953,0.0154255467266833,0.0,0.0,0.0,0.0,0.0140127633714825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17405641.0
EL43,2000,11500.0,575599.0,71.9,0.0,0.0,0.0,0.0,0.0,0.0,0.8792818107552326,0.1165447539993302,0.0,0.0,0.0041734352454372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12400515.0
EL51,2000,9900.0,582750.0,65.9,0.0796579059449366,0.0005659493931521,0.0,0.0,0.079727926845435,0.0483125174523392,0.6566438763796162,0.0572960650087296,0.0777447064763339,0.0,5.084095595099883e-05,2.1154350603743935e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1627735.0
EL52,2000,10500.0,1828425.0,60.5,0.0797920031076616,0.0032807473939009,0.0001283497486981,0.0,0.0451344820440565,0.6515114194795188,0.0213088809132153,0.0035244521449559,0.1953196651679925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5485791.0
EL54,2000,9700.0,337513.0,62.1,0.0079343047878061,0.0021746195226051,0.0,0.0,0.0001144360137287,0.0,0.6307600205269599,0.2229945535609715,0.0,0.0,0.1269081981781428,0.0091138674097855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1057885.0
EL61,2000,9300.0,739421.0,61.2,0.0110928271517524,0.002922009807778,0.0002230497352832,0.0,0.0177455659577443,0.4061823821303799,0.3433973053377506,0.1245958589381608,0.0253772614562481,0.0,0.0670283394085612,0.0013608073497145,7.459272662639823e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1752050.0
EL62,2000,12800.0,203658.0,69.8,0.0,0.0,0.0,0.0,0.0,0.0,0.9275404030436596,0.0724595969563405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6812771.0
EL63,2000,9800.0,707200.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8215740352837128,0.1668200733100886,0.0,0.0,0.0111703310628041,0.0004355603433944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1619233.0
EL64,2000,13800.0,553882.0,60.6,0.0,0.0,0.0,0.0,0.0,0.0347976487723678,0.7274262540414226,0.1875021340845311,0.0,0.0,0.0460209993917859,0.0038432194799235,0.0004097442299689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1532918.0
EL65,2000,10800.0,585638.0,69.5,0.0,0.0,0.0,0.0,0.0,0.0,0.8110359867118612,0.1801462256390477,0.0,0.0,0.0082084574057186,0.0003302695217207,0.0002790607216518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343582.0
ES11,2000,12400.0,2702471.0,59.8,0.0,1.129031459372199e-05,0.0,0.0,0.0714727092958574,0.0,0.0005577811560687,0.9264427090812754,0.0,0.0,0.0011119309244027,0.0004035792278019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6713632.0
ES12,2000,13300.0,1068287.0,52.2,0.0085944540107756,0.0147901139634843,0.0011046008941233,0.0,0.6329475399923762,0.0,0.0,0.3411373783578919,9.347254901101662e-05,0.0,0.0008871676795293,7.923259037261955e-05,0.0,0.0,0.0003660399624357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3122958.0
ES13,2000,15000.0,533417.0,56.7,0.0049141931529638,0.0168297434550389,0.0017154072906633,0.0,0.8984265096459738,0.0,0.0,0.0750711408808335,0.0024282753991185,0.0,1.915331407057173e-05,0.000103427895981,0.0,0.0,0.0004921489653562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3087227.0
ES21,2000,19600.0,2084535.0,62.4,0.0,0.0,0.0,0.0,0.7642919670967957,0.0092607352447076,0.0,0.2256228926953212,0.0008244049631755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3198985.0
ES22,2000,20600.0,548379.0,69.0,0.0037783881833893,0.0022321713826514,5.0459946642130135e-05,0.0,0.6061181134858294,0.234289572813797,0.0038007521820873,0.0645238009325975,0.0852067410730058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1353687.0
ES23,2000,18000.0,273828.0,64.4,0.0234331860313549,0.0023083013297619,0.0,0.0,0.495138023664755,0.2485108423277757,0.0,0.2038781095572075,0.0040815247232449,0.0,0.0197193329569122,0.0029306794089877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1047731.0
ES24,2000,17000.0,1200200.0,65.6,0.031594688657777,0.0208227867922073,0.0053495013370473,0.0,0.208721462704682,0.6504388194004052,0.0004494929581171,0.0074969561828592,0.0743178626298547,0.0,0.00080842933705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4518080.0
ES30,2000,21200.0,5329606.0,63.4,0.0,0.0,0.0,0.0,0.0,0.7251344445826908,0.1253986208040659,0.1232067876447973,0.0,0.0,0.0262601469684458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14058504.0
ES41,2000,14500.0,2472869.0,59.5,0.0053082435323631,0.0040376707630636,0.0001797301313987,0.0,0.0750015887282003,0.4047180541223377,0.0576458259150654,0.4320786016132064,0.0001237358683046,0.0,0.0188723993191837,0.0020305564549942,0.0,0.0,3.5935518818107266e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6755248.0
ES42,2000,12800.0,1742456.0,58.9,0.0,0.0,0.0,0.0,0.0201706510944314,0.8614630651242596,0.0408422881093991,0.0753860981911825,0.0001779019627453,0.0,0.001861411181339,1.967828246098608e-06,0.0,9.661650839668452e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3084699.0
ES43,2000,10500.0,1060030.0,52.8,0.0,0.0,0.0,0.0,0.0,0.1880547495355884,0.7923817440870315,0.0173744686832861,0.0,0.0,0.0021761551949245,1.2882499169300912e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1935730.0
ES51,2000,19500.0,6283101.0,68.4,0.0604648351092506,0.0436586364853244,0.0097313978980146,0.0,0.2289106576014073,0.318107232344766,0.0979032886855744,0.0227409331986128,0.2184830186770495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56531477.0
ES52,2000,15200.0,4103816.0,62.5,1.49394068235807e-05,0.0,0.0,0.0,0.0451238833784952,0.7835865188203035,0.0108496670847937,0.0232362421724559,0.000428703686076,0.0,1.850899960443624e-06,0.0,0.065900367641615,0.0125744414336471,0.0,0.0582833854758293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32567572.0
ES53,2000,20000.0,817313.0,71.7,0.0,0.0,0.0,0.0,0.0,0.5659514403292181,0.2868462962962962,0.0117763374485596,0.0,0.0,0.0,0.0,0.1354259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67802146.0
ES61,2000,11900.0,7285992.0,50.6,0.0,0.0,3.6076816489356336e-06,0.0,0.0,0.2190948312312093,0.6883232549138788,0.0439172707609331,0.0,0.0,0.0066460230312472,0.0013568610937701,0.0106517642477209,0.0162416384762422,0.0,0.013764748563349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43348294.0
ES62,2000,13700.0,1169114.0,61.4,0.0,0.0,0.0,0.0,0.0,0.5994986439046674,0.0,0.0074647152791176,0.0,0.0,0.0001581926416766,0.0,0.0066142450256175,0.1823581385309226,0.0,0.203906064617998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4116325.0
ES70,2000,15000.0,1659062.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0941844198534577,0.0255487491217504,0.2775434733514001,0.0,0.0,0.0004491618990263,4.265783398574725e-05,0.1943799872026497,0.0024981494027903,0.0,0.4046037526347484,0.0,0.0,0.0007496487001907,0.0,0.0,0.0,0.0,91177395.0
