NUTS_ID,NUTS_NAME,scenario,pct_Af,pct_Am,pct_Aw,pct_BWh,pct_BWk,pct_BSh,pct_BSk,pct_Csa,pct_Csb,pct_Csc,pct_Cwa,pct_Cwb,pct_Cwc,pct_Cfa,pct_Cfb,pct_Cfc,pct_Dsa,pct_Dsb,pct_Dsc,pct_Dsd,pct_Dwa,pct_Dwb,pct_Dwc,pct_Dwd,pct_Dfa,pct_Dfb,pct_Dfc,pct_Dfd,pct_ET,pct_EF
AT11,Burgenland,ssp245_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9223429242513213,0.07149148561362302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006165590135055784,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp370_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9536112742219612,0.04638872577803876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp434_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9164709336465061,0.07501467997651204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008514386376981797,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp460_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9373165002935995,0.05637110980622431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00631238990017616,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp585_2041_2070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804756312389901,0.01952436876100998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp119_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7024368761009983,0.2596887844979448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03787433940105696,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp126_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016441573693482,0.09380504991192014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00455079271873165,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp245_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9856136230182032,0.014386376981796829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp370_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT11,Burgenland,ssp434_2071_2099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9427480916030534,0.053728714034057545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035231943628890195,0.0,0.0,0.0,0.0
