geo,year,pop,employment_rate,gdp_capita,NUTS_NAME,area_km2,pop_dens,pct_Dfb,pct_Dfc,pct_ET,pct_EF,pct_Cfb,pct_BSk,pct_Csa,pct_Csb,pct_Cfa,pct_Dfa,pct_Dsb,pct_Dsc,pct_BSh,pct_BWk,pct_Cfc,pct_BWh,pct_Af,pct_Am,pct_Aw,pct_Cwa,pct_Cwb,pct_Csc,pct_Dsa,tx,tg,tn,rr,hu,fg,qq,NUTS_NAME_completo,CNTR_CODE,is_coastal,nights_spent
BE21,2000,1643972.0,67.0,,Prov. Antwerpen,2871.816663467503,572.4501918639288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.274016,11.70642,8.163033,930.4,78.66458,3.76959,109.8388,Prov. Antwerpen,BE,0,3412755.0
BE22,2000,791178.0,64.9,,Prov. Limburg (BE),2426.5709583445337,326.0477495122422,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.267896,11.300929,7.2872815,1731.6,81.28674,3.5971992,109.20355,Prov. Limburg (BE),BE,0,3842093.0
BE23,2000,1361623.0,70.9,,Prov. Oost-Vlaanderen,3007.612707084256,452.7255110981466,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.586749,11.076817,7.5641937,1871.6,82.253136,3.6334288,112.55191,Prov. Oost-Vlaanderen,BE,1,1273057.0
BE24,2000,1014704.0,72.9,,Prov. Vlaams-Brabant,2119.5452605787805,478.7366511451218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0,1234399.0
BE25,2000,1128774.0,73.0,,Prov. West-Vlaanderen,3170.666620843881,356.0052616631054,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.468278,11.431256,8.315464,842.2,83.20845,3.9698634,113.03278,Prov. West-Vlaanderen,BE,1,8100353.0
BE31,2000,349884.0,70.1,,Prov. Brabant wallon,1097.3014493424164,318.8585964318886,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.082841,10.706011,7.3741527,895.3,81.68757,4.122678,110.431694,Prov. Brabant wallon,BE,0,292555.0
BE32,2000,1279467.0,58.1,,Prov. Hainaut,3812.780728577514,335.57319213511346,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.955997,9.539276,6.2652454,1808.7001,83.21342,4.0137296,111.67077,Prov. Hainaut,BE,0,402782.0
BE33,2000,1019442.0,61.9,,Prov. Liège,3853.595923391001,264.5430450587913,0.0608384444619933,0.0,0.0,0.0,0.9391615555380066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.484316,10.093706,6.8711295,3367.3,83.236435,3.5974681,109.773224,Prov. Liège,BE,0,2143975.0
BE34,2000,246820.0,69.8,,Prov. Luxembourg (BE),4461.892921112858,55.31732929584506,0.067860613697051,0.0,0.0,0.0,0.9321393863029488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.550938,9.768506,6.084745,3493.1,84.03723,3.033033,113.98816,Prov. Luxembourg (BE),BE,0,2651873.0
BE35,2000,443903.0,63.1,,Prov. Namur,3677.49771183602,120.70789291623458,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.809317,10.051722,6.423661,1072.1,85.758446,3.154918,113.12569,Prov. Namur,BE,0,1364608.0
CH07,2000,308498.0,,,Ticino,2811.986037468117,109.70822610405575,0.2923730196017017,0.2952617257849816,0.1535288283350298,0.0,0.163882037428549,0.0,0.0,0.0,0.0949543888497377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.018524,1.5817212,-0.8729235,1678.3,76.235016,3.8505735,140.4918,Ticino,CH,0,5673188.0
CY00,2000,690497.0,72.0,15600.0,Κύπρος,9258.638861058718,74.5786729952487,0.0,0.0,0.0,0.0,0.0,0.0,0.7914345855836028,0.0079035718383831,0.0,0.0,0.0001106323703967,0.0,0.2005512102076173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67346,17.780682,12.977951,1529.9,64.00403,,211.34894,Κύπρος,CY,1,17419055.0
CZ01,2000,1186855.0,77.7,12800.0,Praha,496.611037413875,2389.908621807124,0.5218455277846518,0.0,0.0,0.0,0.4742500481179025,0.0039044240974456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.29612,11.0675955,7.0732517,450.1,74.20688,1.9970765,125.90437,Praha,CZ,0,7333182.0
CZ02,2000,1111354.0,71.8,6600.0,Střední Čechy,10931.366681342426,101.66651914594088,0.8506339808217362,2.1887284238278737e-06,0.0,0.0,0.1493638304498399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.277398,9.515136,5.0994534,2742.1,77.47393,2.2673059,124.90109,Střední Čechy,CZ,0,2863879.0
CZ03,2000,1177982.0,73.8,6200.0,Jihozápad,17709.34749957337,66.517526974293,0.9853693583331964,0.0146306416668036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.445343,8.428997,3.98258,4815.1,78.99669,2.0331266,127.69516,Jihozápad,CZ,0,5993987.0
CZ04,2000,1131974.0,65.9,5500.0,Severozápad,8650.083392689474,130.8627846243281,0.8793151468396488,0.0169206245046087,0.0,0.0,0.1037642286557423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.831844,9.099215,4.800922,2305.5,77.71549,2.7436748,122.659836,Severozápad,CZ,0,5899583.0
CZ05,2000,1489407.0,72.6,5900.0,Severovýchod,12439.814073431986,119.72904025800216,0.971118534578116,0.0287133585807685,9.818750508690476e-05,0.0,6.991933602850525e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9553,9.287481,4.846275,4324.1,78.61643,2.043447,123.4827,Severovýchod,CZ,0,9538095.0
CZ06,2000,1658761.0,72.1,5800.0,Jihovýchod,13982.210671457718,118.63367238387244,0.9723747115988784,0.0,0.0,0.0,0.0240327231274726,0.0035925652736488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.036266,9.390959,4.930953,4792.8003,76.99586,2.579368,130.11919,Jihovýchod,CZ,0,5035470.0
CZ07,2000,1240355.0,68.9,5300.0,Střední Morava,9233.472075744045,134.33245802067916,0.9802674785048908,0.0197325214951092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.955568,9.279863,4.8479395,3390.2,78.15864,2.2926064,129.33224,Střední Morava,CZ,0,4428073.0
CZ08,2000,1281410.0,64.3,5100.0,Moravskoslezsko,5429.66578839166,236.0016343436068,0.9782905257857434,0.0217094742142566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.326728,8.652466,4.6204505,3495.0,80.30246,3.7205124,124.3026,Moravskoslezsko,CZ,0,3107347.0
DE11,2000,3917305.0,73.7,33600.0,Stuttgart,10554.231253467991,371.15967102888914,0.3159900392892133,0.0,0.0,0.0,0.6840099607107868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.274098,9.797611,5.838246,4275.3003,78.81541,3.0171638,127.960106,Stuttgart,DE,0,7936772.0
DE12,2000,2676257.0,70.4,29600.0,Karlsruhe,6920.519458618004,386.7133119129234,0.2098876436242247,1.6776762594429204e-05,0.0,0.0,0.7900955796131809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.906353,10.110423,6.012732,1978.2001,79.60038,3.236899,129.61201,Karlsruhe,DE,0,8453724.0
DE13,2000,2125364.0,73.0,25500.0,Freiburg,9400.154205716546,226.0988440708234,0.4647266989109245,0.0042608888646905,0.0,0.0,0.531012412224385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.894762,9.400674,5.6122584,3619.3,79.96258,3.312723,131.31512,Freiburg,DE,0,11512962.0
DE14,2000,1757006.0,75.9,26800.0,Tübingen,9135.855563325202,192.3198093294393,0.6803715074519593,0.0,0.0,0.0,0.3196284925480407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.987463,9.249717,5.080241,5433.1,80.11327,2.5511339,133.1949,Tübingen,DE,0,5156367.0
DE21,2000,4033643.0,74.7,38400.0,Oberbayern,17531.967649275168,230.0736050107168,0.7041137580603352,0.0383033501020705,0.0037738772236803,0.0,0.253809014613914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.674496,8.785156,4.5361357,9200.101,79.02695,2.3361514,135.21117,Oberbayern,DE,0,27373916.0
DE22,2000,1170170.0,73.4,23400.0,Niederbayern,10325.437117672893,113.3288583005509,0.7684997558303568,0.0105508283769272,0.0,0.0,0.2209494157927159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.637824,8.948585,4.880273,4747.8003,81.960526,2.850049,130.66447,Niederbayern,DE,0,11254867.0
DE23,2000,1074338.0,71.3,24900.0,Oberpfalz,9687.974678496686,110.89397275001016,0.9908150606421812,0.0015014049319829,0.0,0.0,0.0076835344258358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.469475,9.133371,5.2285624,3726.5,79.533035,2.3841422,127.779785,Oberpfalz,DE,0,4781797.0
DE24,2000,1114155.0,71.4,22800.0,Oberfranken,7231.199439611886,154.0760988967826,0.7751830658971149,0.0004914718715248,0.0,0.0,0.2243254622313601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.42204,9.027441,5.046257,2230.6,79.13827,2.1654828,122.894356,Oberfranken,DE,0,4177700.0
DE25,2000,1683282.0,72.0,28400.0,Mittelfranken,7246.178007504097,232.29928912273527,0.4875486757053138,0.0,0.0,0.0,0.5124513242946862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.324406,9.723749,5.3886886,2782.3,78.54107,2.5999794,128.63046,Mittelfranken,DE,0,5633008.0
DE26,2000,1333803.0,70.6,25100.0,Unterfranken,8529.419659494011,156.37675870659703,0.2854455643029482,0.0003209179635557,0.0,0.0,0.7142335177334962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.645152,9.985333,5.850038,3735.3,78.67566,2.605989,122.962296,Unterfranken,DE,0,4699276.0
DE27,2000,1745576.0,73.6,25000.0,Schwaben,10031.008348530188,174.01799892388425,0.5649031901370313,0.0364630393192413,0.0016169148952717,0.0,0.3970168556484558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.1870165,8.510901,4.2517543,6995.8003,78.35618,2.3040273,134.85136,Schwaben,DE,0,11671113.0
DE30,2000,3386667.0,63.5,25900.0,Berlin,893.0946943041475,3792.05813403551,0.2098765432098766,0.0,0.0,0.0,0.7901234567901234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.991339,10.976011,7.217951,573.5,75.3793,3.7481966,115.991806,Berlin,DE,0,11545562.0
DE40,2000,2601207.0,66.6,17300.0,Brandenburg,29651.085706729056,87.72720924042517,0.2093044385072563,0.0,0.0,0.0,0.7906955614927437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.706185,10.316689,6.1641445,8216.7,78.31412,3.374689,117.39395,Brandenburg,DE,0,7691247.0
DE50,2000,663065.0,64.4,33900.0,Bremen,402.7324248755165,1646.4157317478264,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.4933605,10.660164,7.922022,675.2,81.65715,4.696858,106.81967,Bremen,DE,1,1352359.0
DE60,2000,1704735.0,69.4,46500.0,Hamburg,743.3690007035451,2293.255433555329,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.068606,10.427705,6.904426,669.8,78.83437,4.002896,108.93989,Hamburg,DE,1,4875166.0
DE71,2000,3719354.0,71.4,37800.0,Darmstadt,7443.870933469332,499.6532090954104,0.0971610766034147,8.030381456885569e-07,0.0,0.0,0.9028381203584396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.110191,10.903006,7.023661,3298.8,77.854485,3.0038183,123.008194,Darmstadt,DE,0,13134017.0
DE72,2000,1063503.0,68.5,23000.0,Gießen,5381.633384123084,197.61714039041576,0.2109348784213557,0.0,0.0,0.0,0.7890651215786443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.952914,9.690992,6.040874,2587.8,81.691925,3.008898,115.19308,Gießen,DE,0,1943009.0
DE73,2000,1269109.0,68.6,23600.0,Kassel,8290.55920383228,153.07881758004444,0.2722375584694425,0.0002713103208907,0.0,0.0,0.7274911312096667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.989746,8.831581,5.0985365,5813.1,82.561485,3.387494,113.0605,Kassel,DE,0,6416961.0
DE80,2000,1789322.0,64.5,16500.0,Mecklenburg-Vorpommern,23086.281421102256,77.50585585275122,0.1949781856924818,0.0,0.0,0.0,0.8050218143075182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.452909,9.740743,6.414433,6930.0,81.444725,3.9478803,113.00523,Mecklenburg-Vorpommern,DE,1,18600475.0
DE91,2000,1669634.0,66.0,27500.0,Braunschweig,8121.76789659782,205.57519264979288,0.2046075477633792,0.0030738159481489,0.0,0.0,0.7923186362884718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.242067,10.217331,6.38989,1914.2001,78.34334,3.65908,114.67577,Braunschweig,DE,0,6262588.0
DE92,2000,2152759.0,68.6,25500.0,Hannover,9064.241591111107,237.50017895717977,0.0216181916263155,0.0,0.0,0.0,0.9783818083736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.443092,10.542492,6.8874316,3284.1,78.68151,3.764142,109.6306,Hannover,DE,0,5444548.0
DE93,2000,1660653.0,68.6,18200.0,Lüneburg,15477.151704728816,107.29706807051662,0.0459964953323993,0.0,0.0,0.0,0.9540035046676004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.175145,10.1804,6.4342923,6154.3003,80.83445,3.4916637,109.836975,Lüneburg,DE,0,8577872.0
DE94,2000,2415714.0,68.4,22300.0,Weser-Ems,14992.587060850608,161.12722842264048,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.059777,10.394133,6.9850855,6239.7,83.03801,3.8306966,106.54303,Weser-Ems,DE,1,13780863.0
DEA1,2000,5264468.0,65.3,28200.0,Düsseldorf,5292.1158195005055,994.7756586508126,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.275873,11.507021,8.2895355,804.8,78.09259,3.6324315,109.60109,Düsseldorf,DE,0,7680540.0
DEA2,2000,4263675.0,66.9,29600.0,Köln,7366.1719240106195,578.8182849903644,0.0289532745721674,0.0,0.0,0.0,0.9710467254278324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.317962,10.55911,7.1986556,4661.7,80.49027,3.47353,110.47268,Köln,DE,0,9081521.0
DEA3,2000,2608779.0,66.1,21800.0,Münster,6918.396446234345,377.07856441501673,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.900361,11.072814,7.438135,3393.3,79.05583,3.3087635,108.28825,Münster,DE,0,3418028.0
DEA4,2000,2048620.0,70.3,25100.0,Detmold,6524.957961484401,313.9667737466844,0.0489730955095835,0.0,0.0,0.0,0.9510269044904164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.894358,10.089699,6.614672,3325.7,80.46049,3.168866,109.16462,Detmold,DE,0,3976332.0
DEA5,2000,3814258.0,64.7,22600.0,Arnsberg,8014.714600316382,475.9069025177056,0.2111137870177455,0.0002050491246673,0.0,0.0,0.7886811638575871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.291339,10.38847,6.8881965,2836.1,79.80587,3.1808197,109.49454,Arnsberg,DE,0,7667116.0
DEC0,2000,1071501.0,64.1,23900.0,Saarland,2572.309597842388,416.55211367199263,0.0298181019663632,0.0,0.0,0.0,0.9701818980336367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.401311,9.810574,6.6760926,1299.1,83.09048,3.4015026,119.24317,Saarland,DE,0,1307415.0
DED2,2000,1724703.0,66.5,17500.0,Dresden,7946.057285564055,217.0514178312485,0.4809422813485229,0.0002765774567968,0.0,0.0,0.5187811411946803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.247355,9.887835,5.7616253,2728.2,76.30042,3.6845083,120.858604,Dresden,DE,0,6042081.0
DED4,2000,,,16100.0,Chemnitz,6525.355184873166,,0.7815095140302132,0.0083547836537716,0.0,0.0,0.2101357023160151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.140882,8.888271,5.097664,3129.5,79.4759,3.4292417,120.242485,Chemnitz,DE,0,4097848.0
DED5,2000,,,18500.0,Leipzig,3977.838163710433,,0.2070922056933519,0.0,0.0,0.0,0.7926938716163029,0.0002139226903452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.353005,10.778115,6.434481,1655.3,74.78416,3.3652003,120.48543,Leipzig,DE,0,2220557.0
DEE0,2000,2648737.0,62.0,16200.0,Sachsen-Anhalt,20554.96714838457,128.86116435404597,0.2330350431270624,0.0009924957637375,0.0,0.0,0.7611779596503967,0.0047945014588031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.648167,10.350723,6.301522,5303.5,77.1134,3.322948,116.79344,Sachsen-Anhalt,DE,0,4717730.0
DEF0,2000,2777275.0,69.8,23100.0,Schleswig-Holstein,15617.898058276887,177.82642642670797,0.0139165114399395,0.0,0.0,0.0,0.9860834885600605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.268393,9.713611,6.373692,4925.8003,82.6062,3.7738876,107.53357,Schleswig-Holstein,DE,1,20138693.0
DEG0,2000,2449082.0,68.9,16300.0,Thüringen,16200.976558069397,151.16878857405413,0.5220218457007587,0.0008057517899267,0.0,0.0,0.4758257894420731,0.0013466130672415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.589926,9.362143,5.407943,4981.4,79.17007,3.3400977,118.2541,Thüringen,DE,0,7280775.0
DK01,2000,,,40400.0,Hovedstaden,2577.2695877668266,,0.1837493137379112,0.0,0.0,0.0,0.8162506862620889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.236188,9.454877,6.911926,1137.6,83.70058,3.5411475,114.224045,Hovedstaden,DK,1,6227161.0
