actual,oof_predictions,meta_predictions,oof_residuals,meta_residuals
0.0,4908.7421875,29786.53874977467,-4908.7421875,-29786.53874977467
13440328.0,1278.7706298828125,13861.76031224292,13439049.229370117,13426466.239687758
0.0,11744.4765625,47620.14480466017,-11744.4765625,-47620.14480466017
0.0,6580.59375,35173.077319880125,-6580.59375,-35173.077319880125
13440328.0,1278.7706298828125,14013.712204691576,13439049.229370117,13426314.287795309
13440328.0,1572.1212158203125,15588.7295485018,13438755.87878418,13424739.270451497
0.0,1081.6400146484375,12857.52346088087,-1081.6400146484375,-12857.52346088087
14194660.0,3629.45751953125,25377.648324298432,14191030.542480469,14169282.351675702
0.0,11817.51171875,49484.54995235805,-11817.51171875,-49484.54995235805
0.0,11817.51171875,50057.59162795,-11817.51171875,-50057.59162795
14194660.0,1081.6400146484375,10679.279652571178,14193578.359985352,14183980.720347429
14194660.0,3215.2138671875,23600.333236822615,14191444.786132812,14171059.666763177
0.0,8861.1376953125,42387.77364307105,-8861.1376953125,-42387.77364307105
14753867.0,907.4912109375,11699.354855494134,14752959.508789062,14742167.645144505
0.0,8805.68359375,41063.55704381754,-8805.68359375,-41063.55704381754
0.0,10375.8984375,46317.96624387526,-10375.8984375,-46317.96624387526
14753867.0,8805.68359375,41063.55704381754,14745061.31640625,14712803.442956183
14753867.0,907.4912109375,9691.152295816679,14752959.508789062,14744175.847704183
0.0,22273.67578125,71617.03273772735,-22273.67578125,-71617.03273772735
15093839.0,22273.67578125,73139.2269800174,15071565.32421875,15020699.773019983
0.0,2896.224609375,22763.34846398061,-2896.224609375,-22763.34846398061
0.0,22273.67578125,70678.91463372053,-22273.67578125,-70678.91463372053
15093839.0,1751.37548828125,17009.212244674203,15092087.624511719,15076829.787755325
15093839.0,1751.37548828125,14336.333569951148,15092087.624511719,15079502.666430049
0.0,6380.205078125,35738.18961609464,-6380.205078125,-35738.18961609464
15843767.0,1741.38525390625,17076.84359872802,15842025.614746094,15826690.156401273
0.0,28680.96484375,73635.90027583319,-28680.96484375,-73635.90027583319
0.0,1741.38525390625,17223.20344512379,-1741.38525390625,-17223.20344512379
15843767.0,1741.38525390625,17076.84359872802,15842025.614746094,15826690.156401273
15843767.0,6380.205078125,36054.76086357997,15837386.794921875,15807712.23913642
0.0,21421.654296875,72181.36847994087,-21421.654296875,-72181.36847994087
16817937.0,2324.99365234375,20322.51661578039,16815612.006347656,16797614.483384218
0.0,21421.654296875,69756.16380294463,-21421.654296875,-69756.16380294463
0.0,4410.48583984375,29065.846560579786,-4410.48583984375,-29065.846560579786
16817937.0,4410.48583984375,29286.102193792613,16813526.514160156,16788650.89780621
16817937.0,21421.654296875,70766.81605852577,16796515.345703125,16747170.183941474
0.0,3295.5341796875,24652.17440294792,-3295.5341796875,-24652.17440294792
4350844.0,2719.285400390625,22267.10975276979,4348124.714599609,4328576.89024723
0.0,3013.724853515625,23612.555002871704,-3013.724853515625,-23612.555002871704
0.0,15435.751953125,59985.919387854854,-15435.751953125,-59985.919387854854
4350844.0,15435.751953125,57802.534851806624,4335408.248046875,4293041.465148194
4350844.0,3013.724853515625,22471.910748446357,4347830.275146484,4328372.089251554
0.0,962091.5625,455869.4137409526,-962091.5625,-455869.4137409526
379936.0,362420.375,252342.74449671758,17515.625,127593.25550328242
1150492.0,463009.75,291290.095951384,687482.25,859201.9040486161
9358276.0,144175.109375,154272.7090146674,9214100.890625,9204003.290985333
10888704.0,962091.5625,455869.4137409526,9926612.4375,10432834.586259047
10888704.0,109288.140625,125834.31066610654,10779415.859375,10762869.689333893
0.0,484291.59375,300584.12176091137,-484291.59375,-300584.12176091137
382896.0,126944.0625,136876.5152144788,255951.9375,246019.4847855212
1140128.0,130698.84375,143651.01626412533,1009429.15625,996476.9837358746
9298509.0,130698.84375,139136.9628794571,9167810.15625,9159372.037120543
10821533.0,484291.59375,306441.9255717871,10337241.40625,10515091.074428214
10821533.0,126944.0625,143452.42067897634,10694588.9375,10678080.579321023
0.0,1254721.75,530976.7938718513,-1254721.75,-530976.7938718513
387898.0,1254721.75,517465.7052050522,-866823.75,-129567.70520505222
1106853.0,376319.625,267015.17052985047,730533.375,839837.8294701495
8972179.0,145716.390625,147204.70743778782,8826462.609375,8824974.292562213
10466930.0,134782.78125,140628.16293405785,10332147.21875,10326301.837065943
10466930.0,376319.625,256668.74238997663,10090610.375,10210261.257610023
0.0,534255.875,318659.9108909974,-534255.875,-318659.9108909974
404998.0,534255.875,307581.7724526685,-129257.875,97416.22754733148
1082023.0,486634.71875,307900.8693549388,595388.28125,774122.1306450611
9058404.0,148680.140625,155074.6818782835,8909723.859375,8903329.318121716
10545425.0,148680.140625,149904.45123044643,10396744.859375,10395520.548769554
10545425.0,157465.125,160310.63950440657,10387959.875,10385114.360495593
0.0,565084.8125,336096.72873698483,-565084.8125,-336096.72873698483
411572.0,452742.84375,295652.8224699391,-41170.84375,115919.17753006087
1109726.0,247351.9375,210510.20296648398,862374.0625,899215.797033516
9524354.0,172307.234375,169081.76818549514,9352046.765625,9355272.231814506
11045652.0,172307.234375,167630.324516367,10873344.765625,10878021.675483633
11045652.0,565084.8125,329448.54444915004,10480567.1875,10716203.45555085
0.0,499399.84375,296909.31655715883,-499399.84375,-296909.31655715883
406459.0,499399.84375,300848.35413301876,-92940.84375,105610.64586698124
1145751.0,499399.84375,314701.81252362183,646351.15625,831049.1874763782
9757982.0,499399.84375,313304.4356443824,9258582.15625,9444677.564355617
11310192.0,149503.25,155947.59019364958,11160688.75,11154244.40980635
11310192.0,150429.875,148931.3498227012,11159762.125,11161260.650177298
0.0,876845.125,434449.38845900353,-876845.125,-434449.38845900353
397273.0,164894.1875,164092.46025563477,232378.8125,233180.53974436523
1151831.0,312022.90625,228304.6882972974,839808.09375,923526.3117027027
9999837.0,262903.375,207354.37677927545,9736933.625,9792482.623220725
11548941.0,157350.296875,155397.70333448864,11391590.703125,11393543.296665512
11548941.0,262903.375,205304.14520785477,11286037.625,11343636.854792146
0.0,583564.9375,343686.453000261,-583564.9375,-343686.453000261
402548.0,583564.9375,343686.453000261,-181016.9375,58861.54699973902
1242629.0,171111.5,169029.0806533111,1071517.5,1073599.9193466888
9923242.0,171111.5,158942.00975968628,9752130.5,9764299.990240313
11568419.0,111495.9765625,131533.69676770468,11456923.0234375,11436885.303232295
11568419.0,111495.9765625,128193.81753465041,11456923.0234375,11440225.18246535
0.0,459571.3125,284616.8770634911,-459571.3125,-284616.8770634911
270534.0,190366.484375,178123.94634290994,80167.515625,92410.05365709006
1126666.0,190366.484375,181713.7283755571,936299.515625,944952.2716244429
8078712.0,168329.6875,161446.00062880083,7910382.3125,7917265.999371199
9475912.0,459571.3125,299101.3664048075,9016340.6875,9176810.633595193
9475912.0,153237.625,153145.2397611086,9322674.375,9322766.760238891
0.0,788321.4375,463028.0012636213,-788321.4375,-463028.0012636213
920819.0,788321.4375,462208.59018430894,132497.5625,458610.40981569106
1209275.0,788321.4375,462208.59018430894,420953.5625,747066.4098156911
7332996.0,239098.703125,229735.22870257488,7093897.296875,7103260.771297425
9463090.0,286117.75,255220.09175821935,9176972.25,9207869.90824178
9463090.0,403412.625,324060.67844858154,9059677.375,9139029.321551418
0.0,397355.28125,318014.542229368,-397355.28125,-318014.542229368
958676.0,305564.375,273187.1181756557,653111.625,685488.8818243443
1245739.0,321273.40625,277983.8764220511,924465.59375,967755.1235779489
7415571.0,321273.40625,270380.86032972805,7094297.59375,7145190.139670272
9619986.0,204279.859375,216423.06899756266,9415706.140625,9403562.931002438
9619986.0,397355.28125,309662.98247949424,9222630.71875,9310323.017520506
0.0,1204430.5,569269.5860393274,-1204430.5,-569269.5860393274
994040.0,129152.9921875,162343.3480021413,864887.0078125,831696.6519978587
1304516.0,129152.9921875,169513.15864664392,1175363.0078125,1135002.8413533561
7418360.0,129152.9921875,169513.15864664392,7289207.0078125,7248846.841353356
9716916.0,282595.125,252070.38309810293,9434320.875,9464845.616901897
9716916.0,129152.9921875,165892.31972363076,9587763.0078125,9551023.68027637
0.0,421537.28125,325860.23592534947,-421537.28125,-325860.23592534947
1049738.0,211043.796875,213048.06493067023,838694.203125,836689.9350693298
1407229.0,211043.796875,224784.85165107137,1196185.203125,1182444.1483489287
7549468.0,551078.3125,379521.4384770605,6998389.6875,7169946.561522939
10006435.0,421537.28125,319552.66232214874,9584897.71875,9686882.337677851
10006435.0,132756.6875,165216.13836199624,9873678.3125,9841218.861638004
0.0,1182288.75,601919.98325647,-1182288.75,-601919.98325647
1090925.0,331769.34375,277452.312683271,759155.65625,813472.687316729
1488835.0,1182288.75,603116.2613957381,306546.25,885718.7386042619
7975498.0,1182288.75,601919.98325647,6793209.25,7373578.01674353
10555258.0,331769.34375,285497.1916068557,10223488.65625,10269760.808393145
10555258.0,236607.84375,240748.9063030123,10318650.15625,10314509.093696987
0.0,1297477.625,637519.1081229924,-1297477.625,-637519.1081229924
1124794.0,1297477.625,613239.7411805475,-172683.625,511554.2588194525
1588445.0,195591.984375,202350.22094530333,1392853.015625,1386094.7790546967
8258013.0,148723.8125,172341.42056142527,8109289.1875,8085671.579438575
10971252.0,489718.59375,357457.713655068,10481533.40625,10613794.286344932
10971252.0,195591.984375,213166.1167232414,10775660.015625,10758085.883276759
0.0,1025696.3125,525462.0099918399,-1025696.3125,-525462.0099918399
1091294.0,632355.875,423525.4901287465,458938.125,667768.5098712535
1651404.0,1025696.3125,556713.2562043042,625707.6875,1094690.7437956957
8415750.0,186373.3125,207594.32115167455,8229376.6875,8208155.678848325
11158448.0,311222.875,282570.11524487654,10847225.125,10875877.884755123
11158448.0,1025696.3125,532987.5288550933,10132751.6875,10625460.471144907
0.0,1170760.0,589370.8954459039,-1170760.0,-589370.8954459039
1199944.0,171060.921875,197329.5702350988,1028883.078125,1002614.4297649012
1704370.0,166548.75,194896.9304844157,1537821.25,1509473.0695155843
8452977.0,527982.75,379883.8119282335,7924994.25,8073093.188071767
11357291.0,166548.75,189591.90757468253,11190742.25,11167699.092425317
11357291.0,171060.921875,185722.8244572113,11186230.078125,11171568.175542789
0.0,1101499.375,557155.7066828193,-1101499.375,-557155.7066828193
550731.0,156392.21875,177501.79970537682,394338.78125,373229.20029462315
1087048.0,587863.1875,403923.0986745766,499184.8125,683124.9013254234
6674711.0,156392.21875,187783.75204209023,6518318.78125,6486927.2479579095
8312490.0,194373.265625,206604.875689222,8118116.734375,8105885.124310778
8312490.0,129205.1015625,171289.1020620019,8183284.8984375,8141200.897937998
0.0,1616174.75,729115.7988531195,-1616174.75,-729115.7988531195
782431.0,133743.953125,174141.7829504649,648687.046875,608289.2170495351
1642216.0,75320.4921875,126119.41457100166,1566895.5078125,1516096.5854289983
4019693.0,75320.4921875,127742.94036346495,3944372.5078125,3891950.059636535
6444340.0,176875.1875,209313.1827232621,6267464.8125,6235026.817276738
6444340.0,75320.4921875,130833.14984689005,6369019.5078125,6313506.85015311
0.0,1672204.125,721351.8721279019,-1672204.125,-721351.8721279019
765419.0,137798.65625,177418.2628229644,627620.34375,588000.7371770355
1586552.0,1672204.125,742521.4612344402,-85652.125,844030.5387655598
3944443.0,88718.265625,132869.6978380629,3855724.734375,3811573.302161937
6296414.0,207231.015625,229797.47532526674,6089182.984375,6066616.524674733
6296414.0,137798.65625,181329.39604977833,6158615.34375,6115084.603950222
0.0,1453113.125,710629.0264419217,-1453113.125,-710629.0264419217
765235.0,1453113.125,682800.9036933602,-687878.125,82434.09630663984
1587925.0,98949.0859375,147659.5206787158,1488975.9140625,1440265.4793212842
3875763.0,155091.578125,194466.99576158103,3720671.421875,3681296.004238419
6229045.0,186727.890625,210978.33790178347,6042317.109375,6018066.662098217
6229045.0,98949.0859375,150596.1777884039,6130095.9140625,6078448.822211596
0.0,230308.296875,238290.74400239423,-230308.296875,-238290.74400239423
765125.0,393243.15625,331502.0067598664,371881.84375,433622.9932401336
1678860.0,230308.296875,244515.09296965538,1448551.703125,1434344.9070303447
3973612.0,230308.296875,249467.95110138372,3743303.703125,3724144.0488986163
6417597.0,165743.828125,191127.86245231345,6251853.171875,6226469.137547687
6417597.0,230308.296875,244515.09296965538,6187288.703125,6173081.907030345
0.0,665149.875,449207.106310469,-665149.875,-449207.106310469
769998.0,126614.34375,178090.11736052216,643383.65625,591907.8826394778
1760061.0,138985.96875,180268.31963708295,1621075.03125,1579792.680362917
4089925.0,138985.96875,187824.22168141426,3950939.03125,3902100.778318586
6619984.0,235310.328125,242333.86152247968,6384673.671875,6377650.13847752
6619984.0,126614.34375,163415.956950316,6493369.65625,6456568.043049684
0.0,531960.375,384761.7614742831,-531960.375,-384761.7614742831
775274.0,419849.40625,354298.0081390799,355424.59375,420975.9918609201
1834012.0,419849.40625,336848.23259195755,1414162.59375,1497163.7674080424
4279306.0,131996.5625,179565.85639197327,4147309.4375,4099740.1436080267
6888592.0,131996.5625,179565.85639197327,6756595.4375,6709026.143608027
6888592.0,193331.515625,208925.21110646328,6695260.484375,6679666.788893537
0.0,505000.46875,394960.26822279906,-505000.46875,-394960.26822279906
808236.0,228004.234375,229119.0194113211,580231.765625,579116.980588679
1935835.0,310934.5,299449.2950936724,1624900.5,1636385.7049063276
4535858.0,170860.703125,193480.75058179427,4364997.296875,4342377.249418206
7279929.0,228004.234375,247203.29142578383,7051924.765625,7032725.708574216
7279929.0,147456.84375,192267.45810875308,7132472.15625,7087661.541891247
0.0,420855.625,350390.33358154935,-420855.625,-350390.33358154935
891669.0,214669.234375,238908.75686033192,676999.765625,652760.2431396681
2030811.0,420855.625,350390.33358154935,1609955.375,1680420.6664184507
4664295.0,156059.078125,199275.09688613,4508235.921875,4465019.90311387
7586775.0,156059.078125,202620.56667869494,7430715.921875,7384154.433321305
7586775.0,267967.53125,271033.1139813532,7318807.46875,7315741.886018647
0.0,377028.0,331799.78796569485,-377028.0,-331799.78796569485
390926.0,84803.546875,143148.4068444889,306122.453125,247777.5931555111
1284152.0,140128.5625,173262.2470091051,1144023.4375,1110889.752990895
3050815.0,377028.0,319401.206346438,2673787.0,2731413.793653562
4725893.0,140128.5625,190674.04887078033,4585764.4375,4535218.9511292195
4725893.0,84803.546875,129090.76906413343,4641089.453125,4596802.230935867
0.0,1719229.75,636297.1612407163,-1719229.75,-636297.1612407163
2447998.0,1719229.75,594907.6189515964,728768.25,1853090.3810484037
3786775.0,1719229.75,636297.1612407163,2067545.25,3150477.8387592835
14486780.0,1719229.75,594907.6189515964,12767550.25,13891872.381048404
20721553.0,321352.75,244283.2157862963,20400200.25,20477269.784213703
20721553.0,204608.0,179887.74950957482,20516945.0,20541665.250490427
0.0,1569223.75,607687.9923947161,-1569223.75,-607687.9923947161
2508630.0,431933.15625,273784.2965189246,2076696.84375,2234845.7034810754
3788980.0,361551.46875,247743.3468266257,3427428.53125,3541236.6531733745
14841536.0,1569223.75,604132.726244332,13272312.25,14237403.273755668
21139146.0,361551.46875,259964.27981464102,20777594.53125,20879181.720185358
21139146.0,1569223.75,591643.912606451,19569922.25,20547502.08739355
0.0,1719229.75,637067.5498241294,-1719229.75,-637067.5498241294
2589018.0,443284.9375,288599.3051626258,2145733.0625,2300418.694837374
3771166.0,177026.71875,174022.82368986373,3594139.28125,3597143.1763101364
14644211.0,1719229.75,641320.4249007663,12924981.25,14002890.575099234
21004395.0,177026.71875,171203.99162111623,20827368.28125,20833191.008378882
21004395.0,177026.71875,174022.82368986373,20827368.28125,20830372.176310137
0.0,2196181.25,687102.4442718441,-2196181.25,-687102.4442718441
2666668.0,435776.09375,291637.78102323343,2230891.90625,2375030.218976767
3874518.0,435776.09375,276157.88283788896,3438741.90625,3598360.117162111
15044880.0,325152.875,234257.99797288288,14719727.125,14810622.002027117
21586066.0,234385.796875,201429.88391798845,21351680.203125,21384636.116082013
21586066.0,753106.5625,398786.81829008774,20832959.4375,21187279.18170991
0.0,1519556.375,600398.4017063922,-1519556.375,-600398.4017063922
2782058.0,343794.0,251410.98175435365,2438264.0,2530647.0182456463
4001809.0,370390.28125,262297.4029529391,3631418.71875,3739511.5970470607
15870077.0,1519556.375,551321.2500198047,14350520.625,15318755.749980194
22653944.0,377654.875,269525.4087237979,22276289.125,22384418.591276202
22653944.0,370390.28125,266553.5328067659,22283553.71875,22387390.467193235
0.0,1351612.75,524373.5725318862,-1351612.75,-524373.5725318862
2995205.0,243712.0,200255.26895865952,2751493.0,2794949.7310413406
4134227.0,243712.0,210230.42733686668,3890515.0,3923996.5726631335
16212434.0,1351612.75,524373.5725318862,14860821.25,15688060.427468114
23341866.0,243712.0,188059.02595944985,23098154.0,23153806.97404055
23341866.0,243712.0,188059.02595944985,23098154.0,23153806.97404055
0.0,1409887.75,538240.7990941613,-1409887.75,-538240.7990941613
3082445.0,1251311.25,487893.6934966191,1831133.75,2594551.3065033806
4229516.0,276426.3125,201395.08415016255,3953089.6875,4028120.9158498375
16959849.0,1054056.375,441233.95734346274,15905792.625,16518615.042656537
24271810.0,276426.3125,201395.08415016255,23995383.6875,24070414.91584984
24271810.0,276426.3125,226341.6121754315,23995383.6875,24045468.38782457
0.0,1110707.25,501571.01869669417,-1110707.25,-501571.01869669417
3242627.0,538344.4375,331728.9595986742,2704282.5625,2910898.0404013256
4260796.0,217573.90625,196238.15802002655,4043222.09375,4064557.8419799735
17262415.0,217573.90625,195273.63253480257,17044841.09375,17067141.367465198
24765838.0,217573.90625,197782.44845697124,24548264.09375,24568055.551543027
24765838.0,1110707.25,493637.2159784583,23655130.75,24272200.78402154
0.0,1396601.875,574681.6787744198,-1396601.875,-574681.6787744198
1168424.0,567754.375,307816.87911795796,600669.625,860607.120882042
1921162.0,486422.6875,312876.13894832943,1434739.3125,1608285.8610516705
13140138.0,510258.375,304391.6129541431,12629879.625,12835746.387045857
16229724.0,1396601.875,561410.6701966221,14833122.125,15668313.329803377
16229724.0,1396601.875,574681.6787744198,14833122.125,15655042.32122558
0.0,1136694.5,523044.18573212886,-1136694.5,-523044.18573212886
1417901.0,424219.96875,281564.5537867629,993681.03125,1136336.446213237
4756643.0,1136694.5,522353.12669932964,3619948.5,4234289.873300671
28510030.0,424219.96875,295756.04642213695,28085810.03125,28214273.95357786
34684574.0,204943.109375,196453.39532956952,34479630.890625,34488120.60467043
34684574.0,204943.109375,196453.39532956952,34479630.890625,34488120.60467043
0.0,3238600.25,922300.1005979412,-3238600.25,-922300.1005979412
1413056.0,695374.6875,386630.9841407903,717681.3125,1026425.0158592097
4762621.0,366628.5,272274.561409895,4395992.5,4490346.438590105
28926431.0,676053.125,368287.1400458358,28250377.875,28558143.859954163
35102108.0,422497.5625,291201.5159741901,34679610.4375,34810906.484025806
35102108.0,366628.5,259863.1545241629,34735479.5,34842244.84547584
0.0,4125812.5,1062562.8879751044,-4125812.5,-1062562.8879751044
1458222.0,4125812.5,1062562.8879751044,-2667590.5,395659.1120248956
4597739.0,4125812.5,1014677.5685996878,471926.5,3583061.431400312
